05.04.2023 13:06	0.000000,0.000000,13.13,1015.25,0.00,0
05.04.2023 13:06	0.000000,0.000000,12.49,1015.30,0.00,0
05.04.2023 13:06	0.000000,0.000000,11.69,1015.36,0.00,0
05.04.2023 13:06	0.000000,0.000000,10.75,1015.38,0.00,0
05.04.2023 13:08	0.000000,0.000000,7.78,1015.58,0.00,0
05.04.2023 13:08	0.000000,0.000000,7.51,1015.54,0.00,0
05.04.2023 13:08	0.000000,0.000000,7.25,1015.59,0.00,0
05.04.2023 13:08	0.000000,0.000000,6.88,1015.67,0.00,0
05.04.2023 13:09	0.000000,0.000000,6.52,1015.68,0.00,0
05.04.2023 13:09	0.000000,0.000000,6.30,1015.64,0.00,0
05.04.2023 13:09	0.000000,0.000000,6.27,1015.62,0.00,0
05.04.2023 13:09	0.000000,0.000000,6.26,1015.61,0.00,0
05.04.2023 13:10	0.000000,0.000000,5.86,1015.67,0.00,0
05.04.2023 13:10	0.000000,0.000000,5.55,1015.63,0.00,0
05.04.2023 13:11	0.000000,0.000000,10.20,1015.54,0.00,0
05.04.2023 13:11	0.000000,0.000000,10.81,1015.50,0.00,0
05.04.2023 13:11	0.000000,0.000000,11.27,1015.47,0.00,0
05.04.2023 13:11	0.000000,0.000000,11.65,1015.47,0.00,0
05.04.2023 13:11	0.000000,0.000000,12.06,1015.44,0.00,0
05.04.2023 13:11	0.000000,0.000000,12.45,1015.42,0.00,0
05.04.2023 13:16	0.000000,0.000000,17.25,1015.23,0.00,0
05.04.2023 13:16	0.000000,0.000000,17.58,1015.26,0.00,0
05.04.2023 13:20	0.000000,0.000000,19.97,1015.26,0.00,0
05.04.2023 13:20	0.000000,0.000000,20.06,1015.26,0.00,0
05.04.2023 13:20	0.000000,0.000000,20.12,1015.22,0.00,0
05.04.2023 13:20	0.000000,0.000000,20.20,1015.23,0.00,0
05.04.2023 13:21	0.000000,0.000000,20.27,1015.21,0.00,0
05.04.2023 13:21	0.000000,0.000000,20.36,1015.22,0.00,0
05.04.2023 13:21	0.000000,0.000000,20.43,1015.23,0.00,0
05.04.2023 13:21	0.000000,0.000000,20.50,1015.24,0.00,0
05.04.2023 13:21	0.000000,0.000000,20.56,1015.21,0.00,0
05.04.2023 13:22	0.000000,0.000000,20.62,1015.19,0.00,0
05.04.2023 13:22	0.000000,0.000000,20.68,1015.19,0.00,0
05.04.2023 13:22	0.000000,0.000000,20.74,1015.18,0.00,0
05.04.2023 13:22	0.000000,0.000000,20.80,1015.16,0.00,0
05.04.2023 13:22	0.000000,0.000000,20.85,1015.16,0.00,0
05.04.2023 13:23	0.000000,0.000000,20.91,1015.17,0.00,0
05.04.2023 13:23	0.000000,0.000000,20.98,1015.17,0.00,0
05.04.2023 13:23	0.000000,0.000000,21.03,1015.16,0.00,0
05.04.2023 13:23	0.000000,0.000000,21.08,1015.17,0.00,0
05.04.2023 13:23	0.000000,0.000000,21.14,1015.16,0.00,0
05.04.2023 13:23	0.000000,0.000000,21.19,1015.17,0.00,0
05.04.2023 13:24	0.000000,0.000000,21.24,1015.18,0.00,0
05.04.2023 13:24	0.000000,0.000000,21.30,1015.19,0.00,0
05.04.2023 13:24	0.000000,0.000000,21.35,1015.18,0.00,0
05.04.2023 13:24	0.000000,0.000000,21.39,1015.16,0.00,0
05.04.2023 13:24	0.000000,0.000000,21.44,1015.15,0.00,0
05.04.2023 13:25	0.000000,0.000000,21.48,1015.15,0.00,0
05.04.2023 13:25	0.000000,0.000000,21.52,1015.17,0.00,0
05.04.2023 13:25	0.000000,0.000000,21.56,1015.17,0.00,0
05.04.2023 13:25	0.000000,0.000000,21.61,1015.18,0.00,0
05.04.2023 13:25	0.000000,0.000000,21.65,1015.21,0.00,0
05.04.2023 13:26	0.000000,0.000000,21.70,1015.20,0.00,0
05.04.2023 13:26	0.000000,0.000000,21.74,1015.20,0.00,0
05.04.2023 13:26	0.000000,0.000000,21.77,1015.21,0.00,0
05.04.2023 13:26	0.000000,0.000000,21.80,1015.22,0.00,0
05.04.2023 13:26	0.000000,0.000000,21.83,1015.22,0.00,0
05.04.2023 13:27	0.000000,0.000000,21.86,1015.22,0.00,0
05.04.2023 13:27	0.000000,0.000000,21.90,1015.23,0.00,0
05.04.2023 13:27	0.000000,0.000000,21.96,1015.25,0.00,3
05.04.2023 13:27	0.000000,0.000000,22.02,1015.25,0.00,3
05.04.2023 13:27	0.000000,0.000000,22.08,1015.26,0.00,3
05.04.2023 13:27	0.000000,0.000000,22.12,1015.26,0.00,3
05.04.2023 13:28	0.000000,0.000000,22.16,1015.27,0.00,3
05.04.2023 13:28	0.000000,0.000000,22.19,1015.29,0.00,3
05.04.2023 13:28	0.000000,0.000000,22.23,1015.30,0.00,3
05.04.2023 13:28	0.000000,0.000000,22.28,1015.29,0.00,3
05.04.2023 13:30	0.000000,0.000000,22.65,1015.27,0.00,0
05.04.2023 13:31	0.000000,0.000000,22.65,1015.31,0.00,0
05.04.2023 13:31	0.000000,0.000000,22.63,1015.32,0.00,0
05.04.2023 13:31	0.000000,0.000000,22.62,1015.32,0.00,0
05.04.2023 13:31	0.000000,0.000000,22.60,1015.33,0.00,0
05.04.2023 13:31	60.201292,24.934170,22.59,1015.33,0.00,0
05.04.2023 13:32	60.201292,24.934170,22.59,1015.33,0.00,0
05.04.2023 13:32	60.201273,24.934113,22.58,1015.34,0.00,0
05.04.2023 13:32	60.201273,24.934113,22.60,1015.26,0.00,0
05.04.2023 13:32	60.201286,24.934072,22.64,1015.29,0.00,0
05.04.2023 13:32	60.201286,24.934072,22.67,1015.30,0.00,0
05.04.2023 13:33	60.201265,24.934104,22.71,1015.29,0.00,0
07.04.2023 19:12	
07.04.2023 19:12	
07.04.2023 19:12	
07.04.2023 19:12	
